Pedigree,Trial,Yield,CHM,NGRDI,CHM_48,CHM_63,CHM_70,CHM_73,CHM_82,CHM_98,CHM_112,NGRDI_48,NGRDI_63,NGRDI_70,NGRDI_73,NGRDI_82,NGRDI_98,NGRDI_112
PHHB9/PHM57,OI17,11.967122,1.585154663,0.065705248,0.773714582,1.385067747,1.630416185,1.758688146,1.761135755,1.813784694,1.803563947,0.086983699,0.079287646,0.090717167,0.069385821,0.054650181,0.036111093,0.04550825
PHHB9/PHN47,OI17,11.587367,1.569560388,0.066030722,0.800465392,1.373511735,1.628257377,1.728990719,1.725862664,1.791959155,1.732837131,0.087352915,0.083866383,0.089187036,0.069981978,0.052683013,0.035648628,0.046105219
PHHB9/PHN82,OI17,12.082092,1.523044937,0.063824784,0.794964642,1.338173227,1.571562175,1.688878331,1.652047536,1.726439691,1.70465766,0.085467694,0.07715339,0.089390294,0.071086716,0.052514316,0.032320492,0.037557832
PHHB9/PHP60,OI17,10.841115,1.622000256,0.066097666,0.87945287,1.453251646,1.679732523,1.793654526,1.749321612,1.853813933,1.788536997,0.088905946,0.082834991,0.089742721,0.070215213,0.052756391,0.032771064,0.049153356
PHHB9/PHR03,OI17,13.330955,1.660019325,0.062460678,0.840312598,1.452302576,1.721982758,1.854848681,1.804552119,1.902161202,1.874181579,0.083480897,0.076994343,0.086027683,0.065980515,0.049691719,0.029408955,0.041403837
PHHB9/PHR55,OI17,13.173786,1.695236802,0.06727374,0.955855364,1.534051594,1.795192246,1.879430279,1.83988927,1.892948524,1.865347144,0.090658752,0.081718194,0.088959229,0.068926804,0.053554437,0.036530761,0.058201787
PHHB9/PHR63,OI17,9.540009,1.489145246,0.063205111,0.726666538,1.324471755,1.544851793,1.650824606,1.615855056,1.694555213,1.681378316,0.084525976,0.077431817,0.084913798,0.06686037,0.049068113,0.032077402,0.046873703
PHHB9/PHW30,OI17,10.085013,1.684718951,0.061750678,0.905358679,1.555322336,1.749761517,1.854992718,1.82458743,1.901377932,1.871450909,0.078695948,0.077394503,0.082507094,0.061809408,0.046516689,0.042373336,0.037593252
PHHB9/PHW53,OI17,10.700033,1.591053583,0.065849045,0.852117139,1.444683385,1.66146619,1.766750455,1.720802233,1.793989997,1.776095402,0.086991913,0.079053031,0.087856643,0.068366822,0.051157014,0.043521953,0.047676078
PHHB9/PHZ51,OI17,9.441808,1.638484394,0.064260021,0.884155204,1.494085058,1.690734451,1.82026145,1.792355871,1.841820119,1.828350524,0.086889241,0.078953176,0.085541532,0.065484995,0.049712945,0.032782923,0.050650698
PHHB9/Q381,OI17,9.427721,1.512721007,0.060971105,0.845581261,1.382647793,1.621053177,1.646983182,1.6154023,1.68551354,1.639323206,0.081130365,0.076949691,0.08116545,0.058377167,0.04426446,0.034463703,0.044026774
PHN11_OH43_0001/PHB47,OI17,8.842638,1.482372572,0.061715051,0.839163358,1.385104955,1.584111036,1.62315984,1.594898356,1.649931665,1.552779307,0.081827165,0.073340809,0.078951513,0.059472296,0.045015742,0.039857762,0.047540319
PHN11_PHG47_0251/PHB47,OI17,7.757334,1.538078508,0.060288279,0.877552192,1.413958062,1.640988707,1.684380301,1.648077633,1.711341771,1.643213211,0.080460737,0.074359238,0.077607924,0.056726052,0.042219028,0.037046576,0.047290186
PHN11_PHW65_0323/LH195,OI17,11.754745,1.585402416,0.061621221,0.817091739,1.400910782,1.681811886,1.764787156,1.735967576,1.810362265,1.741332003,0.081180627,0.077233115,0.079430979,0.064180997,0.048635952,0.030575331,0.044686143
PHP02/PHG47,OI17,7.624814,1.406610843,0.058067684,0.790689255,1.306866242,1.532251594,1.524410717,1.504690224,1.543227662,1.500023388,0.078049694,0.071916206,0.079646662,0.060614232,0.040864858,0.027526706,0.034412441
PHP38/LH123HT,OI17,8.82048,1.626323708,0.059149033,0.879365077,1.434281796,1.703658325,1.80839581,1.772211503,1.823104676,1.795972954,0.078632884,0.073467873,0.079348321,0.060721381,0.044133198,0.027739144,0.039210479
PHP38/LH185,OI17,9.061398,1.570899812,0.061167474,0.855391156,1.423927562,1.658233424,1.735811276,1.695566348,1.773754185,1.70500393,0.082909017,0.084083725,0.08123037,0.058261916,0.045615588,0.034469619,0.035686077
PHP38/LH210,OI17,10.409446,1.701122194,0.062296314,0.962286513,1.549129535,1.791586885,1.879448678,1.854850592,1.871260481,1.860184405,0.083050515,0.07858809,0.081100586,0.061937733,0.04723796,0.03465244,0.045349371
PHP38/PHJ65,OI17,11.179855,1.610442773,0.059645824,0.847144981,1.457267841,1.693998354,1.79073468,1.762970892,1.789405271,1.771292617,0.076145828,0.077425571,0.079109726,0.059982213,0.044760497,0.029634369,0.041122345
PHP38/PHM49,OI17,9.656483,1.571482325,0.060146806,0.86602488,1.396074471,1.649072833,1.745850143,1.719910675,1.758852841,1.724834798,0.078007747,0.080581431,0.079150696,0.061991084,0.047917569,0.031757847,0.034291249
PHP38/PHM57,OI17,10.622151,1.606262757,0.065988787,0.818703014,1.401804083,1.659483935,1.797574823,1.790835785,1.826693567,1.813868758,0.084349123,0.081962529,0.087355057,0.067179212,0.051791589,0.03818115,0.057045031
PHP38/PHN47,OI17,9.772045,1.64054484,0.060252658,0.880167959,1.424148204,1.748003739,1.831386418,1.79945822,1.840267717,1.813797341,0.077999636,0.076511842,0.081393822,0.057975299,0.044636046,0.028556794,0.046068108
PHP38/PHN82,OI17,10.144814,1.560488316,0.065689906,0.841999774,1.398995419,1.664611612,1.739165453,1.685743722,1.738487136,1.701466427,0.086019404,0.081962381,0.089157723,0.069339694,0.053577836,0.039607761,0.04618845
PHP38/PHP60,OI17,8.457998,1.499252469,0.061151636,0.861833064,1.382769732,1.612457514,1.627303635,1.584849237,1.648089421,1.612893954,0.081518554,0.077495341,0.079007425,0.058978516,0.043911241,0.037734154,0.045679659
PHP38/PHR03,OI17,11.776429,1.735394331,0.061886133,0.959881371,1.571428241,1.837364504,1.927820316,1.897664718,1.944296576,1.893444775,0.082335239,0.079314677,0.083927975,0.063298984,0.048723952,0.028558914,0.042811249
PHP38/PHR55,OI17,11.533677,1.695366175,0.06242595,0.931497603,1.508407712,1.787396676,1.89865372,1.852456477,1.897810132,1.860991277,0.08696856,0.076338033,0.083220389,0.064805105,0.05004398,0.03290091,0.041757506
PHP38/PHR63,OI17,11.445115,1.542710228,0.061467841,0.866697586,1.366405372,1.617764638,1.709571157,1.690360175,1.70967597,1.694970522,0.081441207,0.078603651,0.08345111,0.06215237,0.047909918,0.028550305,0.041692792
PHP38/PHW30,OI17,9.876591,1.66673135,0.05977979,0.961341944,1.498712778,1.747325079,1.826523327,1.809989755,1.86845946,1.829321385,0.077159865,0.078052143,0.081422282,0.062646216,0.045090856,0.028801202,0.037097021
PHP38/PHW53,OI17,10.676902,1.62852244,0.062990687,0.884357728,1.469297918,1.736030751,1.814141473,1.798577065,1.804414982,1.781647652,0.084053696,0.078836799,0.083885719,0.065600159,0.05092938,0.031929355,0.043645011
PHP38/Q381,OI17,7.821211,1.53427155,0.059780507,0.84470824,1.386334138,1.661012725,1.713393855,1.644218809,1.72187581,1.6576253,0.076562042,0.077589755,0.077626997,0.059209783,0.044521416,0.028153206,0.044559504
PHV63/LH123HT,OI17,10.839132,1.579941109,0.063627003,0.905033717,1.481017935,1.737299096,1.715717174,1.693682804,1.716400361,1.67155496,0.086407851,0.079504689,0.083202666,0.06409591,0.048323344,0.039611051,0.044972122
PHV63/NK787,OI17,12.327242,1.759497949,0.066005779,0.958113213,1.601261843,1.834522768,1.932433555,1.899914596,1.969258004,1.966813148,0.089866348,0.085198473,0.089566926,0.065738716,0.052503784,0.037447683,0.042420825
PHV63/PGM49,OI17,11.036414,1.488096562,0.059218789,0.79991063,1.349210671,1.542798414,1.629482354,1.590610283,1.677321474,1.629240526,0.079889514,0.07408121,0.079228024,0.05953782,0.044533828,0.028732073,0.037114825
PHV63/PH210,OI17,10.184035,1.662229565,0.065138338,0.949314006,1.533496261,1.748760788,1.812408502,1.792437029,1.841541642,1.820264706,0.09117642,0.081890682,0.085269587,0.064498634,0.051724979,0.035994925,0.048358264
PHV63/PHJ65,OI17,11.651474,1.651143876,0.060684842,0.854393551,1.499319931,1.704639238,1.830459676,1.788480872,1.865908458,1.843598841,0.081142776,0.077169407,0.081555344,0.060664899,0.044868869,0.03098031,
PHV63/PHM57,OI17,10.81208,1.571289634,0.063187161,0.822912769,1.39618429,1.672900368,1.746668118,1.711352897,1.767376126,1.726317409,0.081703023,0.076437321,0.08455051,0.064942342,0.049970858,0.032609882,0.051091785
PHV63/PHN47,OI17,11.153518,1.642665071,0.062944791,0.886007536,1.480202589,1.711470167,1.804584511,1.775318868,1.847407724,1.811744912,0.085554385,0.08057655,0.085971101,0.063730384,0.04944153,0.031720262,0.040604665
PHV63/PHN82,OI17,11.871117,1.571775675,0.062659791,0.872892444,1.455947096,1.686665417,1.729879798,1.689889209,1.734386924,1.725174249,0.085574953,0.079729966,0.083606333,0.066592068,0.049415972,0.030012458,0.042570649
PHV63/PHP60,OI17,12.074902,1.590685734,0.063883935,0.824193102,1.463557186,1.664418912,1.761087102,1.71424714,1.769437242,1.77043041,0.084795554,0.07861746,0.086592576,0.066896535,0.051314625,0.036690056,0.041459357
PHV63/PHR03,OI17,11.073277,1.638857087,0.063473138,0.876289999,1.492297144,1.72064637,1.795540775,1.767514704,1.833122826,1.802920606,0.089128122,0.080713583,0.08520976,0.066941655,0.048608733,0.031715051,0.043484795
PHV63/PHR55,OI17,12.771442,1.605554443,0.064568001,0.884308246,1.483798639,1.68736884,1.779174298,1.730476637,1.779607619,1.749969138,0.089393959,0.081063024,0.085051838,0.059572808,0.049364837,0.044224059,0.046528286
PHV63/PHR63,OI17,9.788284,1.592493819,0.065529314,0.877796818,1.456750086,1.665208066,1.744588007,1.719261187,1.779520409,1.752278811,0.088228291,0.081267424,0.086500009,0.066909027,0.050457405,0.037860396,0.053715058
PHV63/PHW30,OI17,10.936695,1.687978484,0.060086852,0.999240663,1.568223386,1.770916639,1.825114932,1.800688396,1.8756841,1.846751912,0.082420689,0.074666513,0.07937132,0.061032322,0.045385137,0.030563919,0.041333831
PHV63/PHW53,OI17,10.929164,1.561975611,0.066250404,0.86327719,1.457815327,1.68318276,1.699225612,1.657160405,1.719016777,1.719254771,0.089861561,0.081179057,0.088500828,0.067051046,0.051512837,0.034930099,0.055291415
PHV63/PHZ51,OI17,9.52746,1.557164762,0.063829575,0.882162601,1.433699156,1.641318284,1.716799276,1.676407426,1.725335702,1.690639347,0.08347887,0.078699998,0.081676003,0.061829962,0.04915966,0.04108519,0.049906377
PHV63/Q381,OI17,8.691313,1.481070091,0.060008497,0.827955791,1.386594555,1.568299063,1.608715723,1.581936479,1.624622319,1.602633244,0.080267191,0.076697039,0.078312648,0.058945194,0.044412385,0.030910498,0.043078627
PHW52/LH185,OI17,9.637806,1.550080719,0.060081103,0.857831472,1.413453629,1.649935109,1.711993724,1.668887301,1.729719256,1.701203474,0.082123448,0.075783841,0.083167228,0.062924198,0.047473504,0.02642857,0.035465614
PHW52/LH210,OI17,12.480806,1.649956921,0.065524824,0.928485594,1.490221125,1.713078215,1.833810039,1.802515144,1.856113426,1.789873769,0.087808163,0.078862324,0.087289367,0.068347679,0.05089815,0.040463552,0.049344773
PHW52/NK787,OI17,11.539481,1.66344045,0.064352412,0.881603818,1.50360167,1.725368131,1.835474875,1.791954766,1.880619996,1.869063555,0.085981879,0.081906403,0.085615517,0.067172164,0.052600625,0.034529845,0.044598844
PHW52/PHJ65,OI17,11.512868,1.614621524,0.062031103,0.846414047,1.429052437,1.67075986,1.799583078,1.782172127,1.839381916,1.785537914,0.081124193,0.077849883,0.08352642,0.06235418,0.048734319,0.03316401,0.042395501
PHW52/PHM49,OI17,12.257285,1.609172657,0.06147375,0.881196831,1.471431706,1.710720967,1.787532014,1.73859653,1.800275151,1.765660126,0.078148375,0.075591961,0.081720488,0.060877637,0.046649884,0.03647373,0.044883504
PHW52/PHM57,OI17,10.547219,1.527870278,0.061011292,0.783334825,1.314038197,1.589586784,1.677724503,1.692988207,1.759534647,1.727516616,0.078919368,0.077174236,0.080527138,0.059591713,0.046886737,0.033540912,0.045197257
PHW52/PHN47,OI17,12.623973,1.632402832,0.061830375,0.824322125,1.448703467,1.732047816,1.821000774,1.787945455,1.846061483,1.814243484,0.080195278,0.07793572,0.082993894,0.063521575,0.048123684,0.035927719,0.036430262
PHW52/PHN82,OI17,10.791139,1.54333842,0.061390259,0.870801039,1.39534107,1.600341311,1.698972691,1.66711625,1.725234285,1.718254787,0.081876272,0.074361449,0.081743528,0.061521187,0.048793943,0.028056564,0.05151458
PHW52/PHP60,OI17,10.874913,1.60080197,0.059795382,0.853894982,1.447129398,1.676022293,1.77941785,1.739291026,1.782925447,1.779290557,0.08083888,0.07465115,0.081374656,0.060853773,0.046377588,0.030444304,0.034667811
PHW52/PHR03,OI17,12.641857,1.717931848,0.06474442,0.944428817,1.545905314,1.803119634,1.913912291,1.871351343,1.928675797,1.91397475,0.087041186,0.080870276,0.085430186,0.067202743,0.049978431,0.036792276,0.046383139
PHW52/PHR55,OI17,13.90404,1.619327889,0.067689183,0.842689233,1.466147416,1.678500609,1.806042128,1.776151434,1.809380116,1.807075752,0.088543947,0.080882232,0.090878335,0.070906946,0.054681116,0.039240222,0.058825463
PHW52/PHR63,OI17,10.755412,1.476087797,0.064335368,0.776494111,1.311234193,1.60494848,1.623864057,1.579586496,1.645758477,1.61447875,0.080996124,0.078991454,0.084763172,0.064708754,0.050961593,0.038804766,0.048448537
PHW52/PHW30,OI17,11.485877,1.647141247,0.060029005,0.950800511,1.485564185,1.736272292,1.797622662,1.766626026,1.84508239,1.820517269,0.082409853,0.07798894,0.079687359,0.060013524,0.045357273,0.027106011,0.040386411
PHW52/PHW53,OI17,10.120851,1.488297481,0.058582814,0.788965896,1.319227292,1.553009863,1.674693834,1.62176468,1.659144218,1.644162281,0.076987817,0.072914144,0.080663424,0.056040288,0.043691388,0.029581786,0.038540382
PHW52/PHZ51,OI17,9.452454,1.659769193,0.064936515,0.93870656,1.488699359,1.741450115,1.839848741,1.794167351,1.859233311,1.840009867,0.08498536,0.080931524,0.082729947,0.062056607,0.048784344,0.039984181,0.058102608
PHW52/Q381,OI17,9.022845,1.501047696,0.059849572,0.842688293,1.364633916,1.590216437,1.654106177,1.607221347,1.673476066,1.639852489,0.078788705,0.076713102,0.077846626,0.057391008,0.04329852,0.032390601,0.046097943
REV28HR20 (2016),OI17,15.868685,1.704453409,0.068904555,0.836104113,1.506684073,1.790621529,1.907041141,1.882203878,1.920088129,1.934464752,0.095859811,0.081821287,0.098263167,0.070121541,0.056947589,0.039835447,0.045851367
TX204/PHB47,OI17,11.045729,1.636112163,0.063838167,0.884487036,1.48577266,1.711804927,1.855808974,1.796148204,1.84055616,1.73547186,0.085967953,0.076836968,0.085242266,0.063972272,0.050043403,0.040126608,0.04338686
TX303/TX777,OI17,12.015351,1.795562779,0.065379257,0.899027438,1.54132125,1.8370766,1.983390558,2.034943795,2.083217587,2.018857993,0.085808033,0.080899664,0.086204508,0.065813036,0.052010656,0.043625086,0.046673063
TX714/PHZ51,OI17,10.101486,1.733503952,0.063686581,0.996587656,1.604322607,1.826465022,1.90482625,1.878044604,1.920903258,1.898120711,0.089336277,0.076217117,0.082630753,0.068992597,0.048514756,0.036836322,0.045161063
TX714/TX775,OI17,11.590306,1.645023468,0.060626383,0.886319585,1.480451899,1.746919322,1.832709554,1.783360088,1.842458974,1.78303026,0.076706563,0.074135896,0.081738419,0.060081753,0.046522402,0.033628351,0.044008238
TX714/TX777,OI17,13.065421,1.778196114,0.064463537,0.926190946,1.572415734,1.825256825,1.988120417,1.988382227,2.028085914,1.976161622,0.090888122,0.07584804,0.088066591,0.066019628,0.050211545,0.038453574,0.042913019
TX714/TX779,OI17,13.011052,1.657896904,0.063299588,0.887586129,1.487095066,1.732139865,1.851834277,1.813405136,1.872347718,1.815761148,0.083032465,0.078727935,0.085209624,0.062452487,0.049807946,0.037000416,0.048455103
TX740/LH195,OI17,12.56417,1.735732059,0.062052775,0.882860413,1.508741549,1.785327074,1.932201846,1.943486505,1.990195059,1.978951782,0.081077031,0.074600293,0.080845753,0.062851128,0.049729139,0.043926717,0.038912488
TX770/LH195,OI17,12.536724,1.630490618,0.063367783,0.77945348,1.411916249,1.678378878,1.817129946,1.812667502,1.913015838,1.835683154,0.086493008,0.078745009,0.08683503,0.062767295,0.05102997,0.035747404,0.041019323
TX772W/LH195,OI17,12.233486,1.480775295,0.064125733,0.671389892,1.280391016,1.621563178,1.63677835,1.643389079,1.704436152,1.639971922,0.08310718,0.077417517,0.08738997,0.063970114,0.052008215,0.036859814,0.04992045
VA35/LH195,OI17,11.810929,1.569234994,0.067434724,0.765457647,1.397868778,1.613638738,1.757331521,1.726647646,1.807648458,1.779450182,0.089445573,0.08536309,0.090368854,0.070392276,0.054182399,0.041829516,0.048855966
W10001_0022/PHB47,OI17,9.381193,1.46945755,0.062628633,0.81581007,1.372973475,1.597691785,1.611040533,1.573285436,1.62935906,1.535788655,0.080554686,0.073798529,0.078956934,0.059729525,0.045336867,0.048300906,0.049321749
W10004_0216/PHZ51,OI17,10.014996,1.70161191,0.060742982,0.95371622,1.555328652,1.781796626,1.883355893,1.843811598,1.903721121,1.849526216,0.084396532,0.073522795,0.079275373,0.060872849,0.048399173,0.033461818,0.037399961
W10005_0107/PHB47,OI17,8.943463,1.436047999,0.058984649,0.820380223,1.327917802,1.51087724,1.559790621,1.522071364,1.582624594,1.533888928,0.080017953,0.071019769,0.077799973,0.054048705,0.0435654,0.031912437,0.043098319
W37A/PHB47,OI17,9.472294,1.493484443,0.054056649,0.856713282,1.403458433,1.578643415,1.644906539,1.580989328,1.662628692,1.572938334,0.075491456,0.06462065,0.070568504,0.053091828,0.038668003,0.02491094,0.03020499
WF9/H95,OI17,11.266229,1.532180115,0.0651773,0.818254261,1.399234767,1.6524681,1.725266592,1.678242577,1.718724618,1.596975891,0.090143152,0.076642414,0.085571969,0.064251596,0.049076603,0.042445602,0.050898003
